lat,lon,date,disaster,nama_lokasi,keterangan_banjir
-7.183287567638088,106.695998590228,2023-11-07,1,"Ciseuseupan, West Java",Banjir
-6.723904284129269,107.79284145636234,2023-11-08,0,Tidak diketahui,Tidak Banjir
-6.292929698530517,107.79590850521382,2023-11-09,0,"Pamanukan, West Java",Tidak Banjir
-6.45230688873216,106.24920254811768,2023-11-10,1,"Babakankasilun, Banten",Banjir
-7.233458113952012,106.05741242368435,2023-11-11,1,"Panyaungan Timur, Banten",Banjir
-6.791260880696231,107.92239287541094,2023-11-12,1,Tidak diketahui,Banjir
-6.647188872577514,107.96417260483386,2023-11-13,0,Tidak diketahui,Tidak Banjir
-6.815374099325627,106.88159318406568,2023-11-14,0,"Cicurug, West Java",Tidak Banjir
-6.760522014872958,106.74406413909232,2023-11-15,1,"Cicurug, West Java",Banjir
-6.643195289585929,106.63899289790363,2023-11-16,1,"Ciampea, West Java",Banjir
-7.977401679014416,107.49308103136248,2023-11-17,0,"Bunisari, West Java",Tidak Banjir
-7.162668657211093,107.74492375880132,2023-11-18,1,"Paseh, West Java",Banjir
-6.747337493600446,106.76608240470334,2023-11-19,1,"Cicurug, West Java",Banjir
-7.148429690392628,106.27543715293515,2023-11-20,1,"Cisujen Satu, Banten",Banjir
-6.931705742058469,106.29585281792184,2023-11-21,1,"Warunglame, Banten",Banjir
-7.574855311782446,107.34417549187776,2023-11-22,0,"Kertajadi, West Java",Tidak Banjir
-7.420599101082506,107.38145294054442,2023-11-23,1,"Karangpawitan, West Java",Banjir
-6.546631640265687,107.80074910293902,2023-11-24,0,"Pamanukan, West Java",Tidak Banjir
-7.966827123247707,106.35387116034192,2023-11-25,1,"Cibungur, West Java",Banjir
-6.384868716442478,106.0539269993412,2023-11-26,0,"Pasirawi, Banten",Tidak Banjir
-6.06073410817676,106.2841363431806,2023-11-27,0,"Langgen, Banten",Tidak Banjir
-7.7531994819874495,106.45327953776751,2023-11-28,1,"Cibungur, West Java",Banjir
-6.489456312868897,107.86700890648711,2023-11-29,1,"Pamanukan, West Java",Banjir
-7.423258430482282,107.76998781635046,2023-11-30,1,"Bangbayang, West Java",Banjir
-7.702628828603082,106.57099095959173,2023-12-01,0,"Rancaerang, West Java",Tidak Banjir
-6.512658374259295,106.85464768439036,2023-12-02,0,"Cibinong, West Java",Tidak Banjir
-7.072884495969884,107.7624639660225,2023-12-03,0,"Paseh, West Java",Tidak Banjir
-7.547631565326354,106.13923362324677,2023-12-04,1,"Gunungbatu, West Java",Banjir
-6.849052641260489,106.94523104704662,2023-12-05,1,"Sukabumi, West Java",Banjir
-6.419302029982467,106.3974889982904,2023-12-06,1,"Guradog, Banten",Banjir
-7.673702420502099,106.62828934528451,2023-12-07,1,"Rancaerang, West Java",Banjir
-7.457568091753001,106.17922790336534,2023-12-08,0,"Gunungbatu, West Java",Tidak Banjir
-6.365724798001386,107.8549917014695,2023-12-09,1,"Pamanukan, West Java",Banjir
-6.071344250626883,107.29560938630452,2023-12-10,1,"Rengasdengklok, West Java",Banjir
-6.21913187756176,107.21105378718616,2023-12-11,1,"Cikarang, West Java",Banjir
-6.832157152795767,107.20460556170762,2023-12-12,0,"Ciranjang-hilir, West Java",Tidak Banjir
-7.956379894430039,107.49472077360096,2023-12-13,1,"Bunisari, West Java",Banjir
-6.058605564532594,106.5897053513168,2023-12-14,1,"Sepatan, West Java",Banjir
-6.634312513309044,106.78337875145868,2023-12-15,1,"Bogor, West Java",Banjir
-7.981383822088725,107.10972962761142,2023-12-16,1,"Cikamurang, West Java",Banjir
-7.646431142103102,106.3256356534457,2023-12-17,1,"Simpang, West Java",Banjir
-6.365513741228999,106.94163638967667,2023-12-18,1,"Cileungsir, West Java",Banjir
-7.533950403400282,106.07330043247168,2023-12-19,1,"Gunungbatu, West Java",Banjir
-7.948714268676085,107.98412491577896,2023-12-20,1,"Sindangkerta, West Java",Banjir
-6.577288403920253,106.698307785082,2023-12-21,1,"Ciampea, West Java",Banjir
-7.138529802352105,106.04583360727754,2023-12-22,1,"Panyaungan Timur, Banten",Banjir
-6.208045400211181,107.68634618409074,2023-12-23,0,"Pamanukan, West Java",Tidak Banjir
-7.311583399477422,106.95665176159952,2023-12-24,0,"Cidadap, West Java",Tidak Banjir
-6.888204144017854,107.7137822806996,2023-12-25,1,"Cileunyi, West Java",Banjir
-7.818064345615434,107.32733921768376,2023-12-26,0,"Kertajadi, West Java",Tidak Banjir
-6.517513176288817,106.95452872457656,2023-12-27,1,"Citeureup, West Java",Banjir
-6.666520287756454,106.19390255611096,2023-12-28,1,"Parigi, Banten",Banjir
-6.388006694262843,107.61192398092248,2023-12-29,0,"Cikampek, West Java",Tidak Banjir
-7.25111558426073,106.6405798330324,2023-12-30,1,"Pasirbitung, West Java",Banjir
-7.736231343450735,107.27073739290176,2023-12-31,0,"Cikole, West Java",Tidak Banjir
-7.778601985855493,107.49753481236723,2024-01-01,1,"Gunungsulah, West Java",Banjir
-7.896467625594961,107.037267834269,2024-01-02,1,"Cigarogol, West Java",Banjir
-6.378419668897016,106.37982433675234,2024-01-03,1,"Guradog, Banten",Banjir
-6.094942608052247,106.3298091873998,2024-01-04,1,"Kresek, West Java",Banjir
-6.904057306463095,107.94108892996168,2024-01-05,0,Tidak diketahui,Tidak Banjir
-7.370314750195381,107.52703708117384,2024-01-06,1,"Cinyumput, West Java",Banjir
-6.453527630279623,106.85098784039148,2024-01-07,1,"Cibinong, West Java",Banjir
-7.341233886806909,106.87508751979776,2024-01-08,1,"Hegarmulya, West Java",Banjir
-7.927494473996771,106.4885947511556,2024-01-09,0,"Rancaerang, West Java",Tidak Banjir
-6.67497756060451,106.20776530337454,2024-01-10,0,"Parigi, Banten",Tidak Banjir
-6.238356588883974,107.60729482350504,2024-01-11,1,"Pamanukan, West Java",Banjir
-7.127544855128756,106.42634583676896,2024-01-12,0,"Ciwaru, West Java",Tidak Banjir
-6.055217730308391,106.3124518216854,2024-01-13,1,"Langgen, Banten",Banjir
-6.464581184177445,107.73306759740686,2024-01-14,0,"Pamanukan, West Java",Tidak Banjir
-7.979761087245675,107.37801058893392,2024-01-15,1,"Gunungsulah, West Java",Banjir
-6.050100736725419,107.85054959246266,2024-01-16,0,"Pamanukan, West Java",Tidak Banjir
-7.547266763287365,106.2462907383187,2024-01-17,0,"Gunungbatu, West Java",Tidak Banjir
-7.977630440886028,107.6414542846245,2024-01-18,0,"Ciawi, West Java",Tidak Banjir
-6.983376707621431,107.40770629306486,2024-01-19,1,"Soreang, West Java",Banjir
-6.337293568223767,107.90996454376815,2024-01-20,1,"Pamanukan, West Java",Banjir
-7.937903480055485,107.49046059395452,2024-01-21,0,"Bunisari, West Java",Tidak Banjir
-7.344938081727258,106.30646717630366,2024-01-22,0,"Gunungbatu, West Java",Tidak Banjir
-6.067296276803424,107.4635215033762,2024-01-23,0,"Rengasdengklok, West Java",Tidak Banjir
-7.320057019053089,106.14444023272928,2024-01-24,0,"Gunungbatu, West Java",Tidak Banjir
-7.137621384778238,107.46444247668478,2024-01-25,1,"Banjar, West Java",Banjir
-7.158325511416358,106.49101599138268,2024-01-26,1,"Cigembong, West Java",Banjir
-6.110117269068805,107.22875551357556,2024-01-27,0,"Rengasdengklok, West Java",Tidak Banjir
-6.511852064582721,107.8341681439444,2024-01-28,1,"Pamanukan, West Java",Banjir
-7.91812404475525,107.20602693038867,2024-01-29,0,"Cikole, West Java",Tidak Banjir
-6.892781094256128,107.22382884087314,2024-01-30,0,"Ciranjang-hilir, West Java",Tidak Banjir
-7.059338489736645,107.85776170458136,2024-01-31,1,"Maribaya, West Java",Banjir
-7.336824856455367,106.2322772097044,2024-02-01,1,"Gunungbatu, West Java",Banjir
-7.787191485798615,107.18459456044324,2024-02-02,1,"Cikamurang, West Java",Banjir
-6.292041492287551,106.5885263350283,2024-02-03,0,"Curug, Banten",Tidak Banjir
-6.613260645609571,106.89738641471013,2024-02-04,1,"Bogor, West Java",Banjir
-7.086577473261201,106.20663198078508,2024-02-05,1,"Sindanglaut, Banten",Banjir
-7.6969741992024625,107.13233133186696,2024-02-06,1,"Cigarogol, West Java",Banjir
-7.307969057335015,107.76252517822908,2024-02-07,1,"Ciwaru, West Java",Banjir
-7.821491481555625,107.15148379397496,2024-02-08,1,"Cikamurang, West Java",Banjir
-7.233382713149885,107.41183410525149,2024-02-09,0,"Banjar, West Java",Tidak Banjir
-6.587677041744129,106.06637239753428,2024-02-10,0,"Gunungkencana, Banten",Tidak Banjir
-7.899767763018902,107.67321757440703,2024-02-11,1,"Ciawi, West Java",Banjir
-6.960513146344697,106.69123144736128,2024-02-12,0,"Sindangsari, West Java",Tidak Banjir
-6.865922143096246,106.04997989257129,2024-02-13,0,"Citaritih, Banten",Tidak Banjir
-7.056568730571483,107.13466113023064,2024-02-14,1,"Campaka, West Java",Banjir
-6.591317938946263,106.10643954643815,2024-02-15,1,"Cihaladan, Banten",Banjir
-7.450655393807088,107.57290868434788,2024-02-16,0,"Cikuya, West Java",Tidak Banjir
-7.962028523842518,106.46457800993718,2024-02-17,0,"Cibungur, West Java",Tidak Banjir
-7.724409427564654,107.13531242946723,2024-02-18,1,"Cigarogol, West Java",Banjir
-6.070904265430011,107.71039666941992,2024-02-19,1,"Pamanukan, West Java",Banjir
-7.357568033012942,107.4013936845714,2024-02-20,0,"Puncakbaru, West Java",Tidak Banjir
-6.092979595805724,107.9064146821649,2024-02-21,0,"Pamanukan, West Java",Tidak Banjir
-6.459523026693227,107.4335045600997,2024-02-22,0,"Cikampek, West Java",Tidak Banjir
-6.6695396135131375,107.66520863546788,2024-02-23,0,"Lembang, West Java",Tidak Banjir
-6.404369243876074,106.28410984768551,2024-02-24,1,"Rangkasbitung, Banten",Banjir
-6.98257531014528,106.39250724784996,2024-02-25,1,"Bantarjati, Banten",Banjir
-7.116701696645343,106.11128938980352,2024-02-26,1,"Panyaungan Timur, Banten",Banjir
-6.958233050547755,106.15910573167646,2024-02-27,1,"Panyaungan Timur, Banten",Banjir
-6.192800634378619,106.39387296718252,2024-02-28,0,"Kresek, West Java",Tidak Banjir
-6.665882740208374,106.50933441891004,2024-02-29,1,"Cipeundeuy, West Java",Banjir
-7.131856769090863,107.83896426284709,2024-03-01,0,"Ciharus, West Java",Tidak Banjir
-6.29410004292318,106.08108365159303,2024-03-02,0,"Campraksanta, Banten",Tidak Banjir
-6.049330851006015,106.84287217733524,2024-03-03,0,"Jakarta, Jakarta Raya",Tidak Banjir
-7.289970753824303,106.70254356968476,2024-03-04,0,"Cigadung, West Java",Tidak Banjir
-7.867339390783705,106.40687767467094,2024-03-05,0,"Cibungur, West Java",Tidak Banjir
-7.341662822501738,106.33110621944286,2024-03-06,1,"Gunungbatu, West Java",Banjir
-6.005376106825118,107.36494428189296,2024-03-07,0,"Rengasdengklok, West Java",Tidak Banjir
-7.663519451659581,106.98169795339878,2024-03-08,0,"Sukadami, West Java",Tidak Banjir
-6.243967537354032,107.15997171987196,2024-03-09,1,"Cikarang, West Java",Banjir
-7.252255468135306,107.66339080900194,2024-03-10,0,"Negla, West Java",Tidak Banjir
-7.827070668788186,107.9643226158095,2024-03-11,0,"Ciheras, West Java",Tidak Banjir
-7.517581310988006,106.88538473005184,2024-03-12,0,"Sinarharapan, West Java",Tidak Banjir
-7.431195020946887,107.0776691389531,2024-03-13,0,"Sukarame, West Java",Tidak Banjir
-6.015572171091254,107.53833660885938,2024-03-14,1,"Rengasdengklok, West Java",Banjir
-7.028897968033947,106.41184232969196,2024-03-15,0,"Bantarjati, Banten",Tidak Banjir
-6.852130837077825,107.60867862257334,2024-03-16,0,"Lembang, West Java",Tidak Banjir
-7.144518346607246,107.72989606212,2024-03-17,0,"Paseh, West Java",Tidak Banjir
-7.232282513623131,107.38490269387697,2024-03-18,0,"Balegede, West Java",Tidak Banjir
-7.711306643761421,107.10249632016112,2024-03-19,1,"Cigarogol, West Java",Banjir
-6.543779330882902,107.87290151581875,2024-03-20,1,"Pamanukan, West Java",Banjir
-7.832507138180674,106.30388216934404,2024-03-21,0,"Simpang, West Java",Tidak Banjir
-7.183667357528119,106.61429095691511,2024-03-22,1,"Galumpit, West Java",Banjir
-6.167469421760769,107.91335072227808,2024-03-23,1,"Pamanukan, West Java",Banjir
-6.205645963644327,106.3635837075614,2024-03-24,1,"Kresek, West Java",Banjir
-7.033054550254502,106.94729286170602,2024-03-25,0,"Nyalindung, West Java",Tidak Banjir
-6.476828153585859,106.40061968738506,2024-03-26,1,"Guradog, Banten",Banjir
-7.498375359970323,106.59788692557343,2024-03-27,1,"Mekarjaya Satu, West Java",Banjir
-6.395459998950452,107.00112005716656,2024-03-28,1,"Cileungsir, West Java",Banjir
-6.392129337274628,107.76907550473254,2024-03-29,1,"Pamanukan, West Java",Banjir
-6.444015849469774,107.39185342020866,2024-03-30,0,"Cikampek, West Java",Tidak Banjir
-6.002087644536255,107.85664468197218,2024-03-31,1,"Pamanukan, West Java",Banjir
-6.07456131162165,107.53235328666156,2024-04-01,0,"Rengasdengklok, West Java",Tidak Banjir
-6.234171824845001,106.7799477169249,2024-04-02,1,"Jakarta, Jakarta Raya",Banjir
-6.251045857089239,106.60757687778232,2024-04-03,1,"Curug, Banten",Banjir
-7.412533539876346,107.57871387461984,2024-04-04,1,"Cibeureum, West Java",Banjir
-6.116932466029232,106.86316049909334,2024-04-05,0,"Jakarta, Jakarta Raya",Tidak Banjir
-7.836566568253923,107.93466118960647,2024-04-06,0,"Ciheras, West Java",Tidak Banjir
-7.656396965173382,107.23558578405444,2024-04-07,1,"Cikamurang, West Java",Banjir
-7.244452769661466,106.06242157653548,2024-04-08,1,"Sindanglaut, Banten",Banjir
-7.412413965019775,107.22704378830788,2024-04-09,0,"Cimalati, West Java",Tidak Banjir
-6.986948319246999,107.9763583687624,2024-04-10,0,"Peujeuh, West Java",Tidak Banjir
-6.514245818952396,106.19437069682776,2024-04-11,0,"Jati, Banten",Tidak Banjir
-7.43612716350122,107.79087814827422,2024-04-12,1,"Potongan, West Java",Banjir
-7.029717411026496,106.47503616344056,2024-04-13,0,"Karangpapak, West Java",Tidak Banjir
-6.462046563826354,107.42552218082608,2024-04-14,0,"Cikampek, West Java",Tidak Banjir
-7.032870101959965,106.02366002628553,2024-04-15,1,"Panyaungan Timur, Banten",Banjir
-7.111001957082362,106.14538831746508,2024-04-16,0,"Sindanglaut, Banten",Tidak Banjir
-7.148848020434553,106.15350607453772,2024-04-17,1,"Sindanglaut, Banten",Banjir
-6.981666880466254,107.28672507560675,2024-04-18,0,"Nagrog, West Java",Tidak Banjir
-6.571491876696978,106.8998550518957,2024-04-19,1,"Citeureup, West Java",Banjir
-6.685149638380305,107.76324632335717,2024-04-20,0,"Lembang, West Java",Tidak Banjir
-6.186562760866465,107.02389893731238,2024-04-21,1,"Bekasi, West Java",Banjir
-7.119959105958826,107.2836283632892,2024-04-22,0,"Ciherang, West Java",Tidak Banjir
-7.174788071884104,106.39120018986809,2024-04-23,1,"Ciwaru, West Java",Banjir
-6.795062733160269,106.11448787948667,2024-04-24,0,"Cigaber, Banten",Tidak Banjir
-7.569378226702781,107.42826949839854,2024-04-25,0,"Rancabuaya, West Java",Tidak Banjir
-6.2804106172414125,107.79687356231152,2024-04-26,1,"Pamanukan, West Java",Banjir
-7.812845458672153,106.3248610858268,2024-04-27,1,"Simpang, West Java",Banjir
-7.357629484512827,106.03353978283276,2024-04-28,0,"Gunungbatu, West Java",Tidak Banjir
-6.340683381404062,106.34013187640711,2024-04-29,0,"Rangkasbitung, Banten",Tidak Banjir
-7.372217434688159,107.7875202137172,2024-04-30,0,"Simpang, West Java",Tidak Banjir
-6.330561624204753,106.20463036267336,2024-05-01,0,"Rangkasbitung, Banten",Tidak Banjir
-7.742582142274893,107.51609467631404,2024-05-02,0,"Gunungsulah, West Java",Tidak Banjir
-6.850319371848145,106.41204054770076,2024-05-03,0,"Cinangka, Banten",Tidak Banjir
-6.979517278938647,106.40765591662311,2024-05-04,1,"Bantarjati, Banten",Banjir
-6.38182359180105,107.85886458682636,2024-05-05,1,"Pamanukan, West Java",Banjir
-6.119300114742178,106.77157965245608,2024-05-06,0,"Jakarta, Jakarta Raya",Tidak Banjir
-7.445677288173615,106.0366773447582,2024-05-07,1,"Gunungbatu, West Java",Banjir
-6.845148488274267,106.64512156068606,2024-05-08,1,"Sindangsari, West Java",Banjir
-7.559396918673294,106.32917283211582,2024-05-09,0,"Gunungbatu, West Java",Tidak Banjir
-6.0395512232555575,107.9845556990156,2024-05-10,0,"Pamanukan, West Java",Tidak Banjir
-7.279471123029574,107.24245168684388,2024-05-11,1,"Babakan, West Java",Banjir
-7.09705077531945,106.7661675668409,2024-05-12,0,"Bojongjengkol, West Java",Tidak Banjir
-6.344813261383846,106.70817697790169,2024-05-13,1,"Pamulang, West Java",Banjir
-6.516522137399652,107.858871952435,2024-05-14,0,"Pamanukan, West Java",Tidak Banjir
-6.002104269872598,107.6133675756012,2024-05-15,0,"Pamanukan, West Java",Tidak Banjir
-7.350087985641903,107.31870187697872,2024-05-16,1,"Malati, West Java",Banjir
-7.250759422808337,107.30924240110468,2024-05-17,1,"Singkup, West Java",Banjir
-6.666625937235176,107.629864131557,2024-05-18,0,"Lembang, West Java",Tidak Banjir
-7.944565954167586,106.62283909165993,2024-05-19,0,"Rancaerang, West Java",Tidak Banjir
-6.399386309077405,106.09159915002178,2024-05-20,0,"Kadungabaris, Banten",Tidak Banjir
-6.637156519878578,107.96727007003634,2024-05-21,1,Tidak diketahui,Banjir
-7.996510318923514,107.3629482707688,2024-05-22,1,"Gunungsulah, West Java",Banjir
-7.867181843287508,107.26932481268568,2024-05-23,1,"Cikole, West Java",Banjir
-6.349833572949501,107.37492846479029,2024-05-24,1,"Cikampek, West Java",Banjir
-7.803314772306916,106.46941325317994,2024-05-25,1,"Cibungur, West Java",Banjir
-6.564645749351982,106.89009524707792,2024-05-26,0,"Citeureup, West Java",Tidak Banjir
-6.294291386369089,106.65990670470516,2024-05-27,1,"Serpong, West Java",Banjir
-7.326912261458205,106.49273037107707,2024-05-28,0,"Citeureup, West Java",Tidak Banjir
-7.71403732600969,107.51102609009298,2024-05-29,0,"Cijayana, West Java",Tidak Banjir
-7.022818479998096,106.6563756321139,2024-05-30,1,"Ciwaru, West Java",Banjir
-6.968031992662187,106.273658900754,2024-05-31,1,"Sindanglaut, Banten",Banjir
-6.445938501645039,107.2085095835126,2024-06-01,1,"Cikarang, West Java",Banjir
-7.678001913481746,106.42034716941652,2024-06-02,0,"Cibungur, West Java",Tidak Banjir
-6.236857746116222,107.64362851958344,2024-06-03,1,"Pamanukan, West Java",Banjir
-6.072618007214722,107.64354399379104,2024-06-04,0,"Pamanukan, West Java",Tidak Banjir
-6.707924424585171,106.16489366692616,2024-06-05,1,"Cigemlong, Banten",Banjir
-6.759510025692093,107.10104193423103,2024-06-06,1,"Ciranjang-hilir, West Java",Banjir
-7.052912861570668,107.92239535094436,2024-06-07,1,"Talun, West Java",Banjir
-6.31139613890192,107.23872628935057,2024-06-08,0,"Cikarang, West Java",Tidak Banjir
-7.783353137792446,107.95697852617566,2024-06-09,1,"Ciheras, West Java",Banjir
-7.38333467982152,107.49098971266002,2024-06-10,1,"Cisewu, West Java",Banjir
-7.205592661159869,107.48801247731416,2024-06-11,1,"Banjar, West Java",Banjir
-7.07075633361882,106.59216055858316,2024-06-12,1,"Cigaru, West Java",Banjir
-6.653783862045802,107.16974961743291,2024-06-13,0,"Ciranjang-hilir, West Java",Tidak Banjir
-7.109937611542856,107.7027217268828,2024-06-14,1,"Paseh, West Java",Banjir
-7.223039612642782,106.06828299884326,2024-06-15,1,"Panyaungan Timur, Banten",Banjir
-6.680540411562818,107.08483686329336,2024-06-16,1,"Ciranjang-hilir, West Java",Banjir
-6.816249422239353,107.89561838028864,2024-06-17,1,Tidak diketahui,Banjir
-7.0192140575916255,107.79606420911664,2024-06-18,0,"Margabakti, West Java",Tidak Banjir
-7.539705160224357,106.80897284271413,2024-06-19,0,"Sinarharapan, West Java",Tidak Banjir
-7.35156538967817,107.0417687002844,2024-06-20,0,"Sukasirna, West Java",Tidak Banjir
-7.794439022333,107.33681209791456,2024-06-21,1,"Kertajadi, West Java",Banjir
-7.845789718437967,106.4033240107434,2024-06-22,1,"Cibungur, West Java",Banjir
-7.7163208700334,106.63212530153216,2024-06-23,0,"Rancaerang, West Java",Tidak Banjir
-7.95737132456625,107.04139036584564,2024-06-24,1,"Cigarogol, West Java",Banjir
-6.500586937431141,107.06243298223863,2024-06-25,1,"Cileungsir, West Java",Banjir
-7.120095010906353,107.95511485268054,2024-06-26,0,"Sikluk, West Java",Tidak Banjir
-7.571509474018648,107.92774378161842,2024-06-27,0,"Pasirirnem, West Java",Tidak Banjir
-6.701171431181114,106.88389741012035,2024-06-28,1,"Caringin, West Java",Banjir
-7.205051077121264,106.58908242766276,2024-06-29,0,"Pasirdalem, West Java",Tidak Banjir
-7.6534803747880735,106.39555757308877,2024-06-30,0,"Cibungur, West Java",Tidak Banjir
-6.982949537410137,106.18359683343584,2024-07-01,0,"Cisiih, Banten",Tidak Banjir
-7.123413903117996,106.38678324650478,2024-07-02,0,"Ciwaru, West Java",Tidak Banjir
-7.556483282013523,107.51386499433129,2024-07-03,0,"Cijaringao, West Java",Tidak Banjir
-6.507613865361742,106.43759400803084,2024-07-04,1,"Lebakhuni, West Java",Banjir
-7.146828010907949,106.7710854164566,2024-07-05,1,"Pamoyanan, West Java",Banjir
-7.844888821430553,107.429397804978,2024-07-06,0,"Cijayana, West Java",Tidak Banjir
-6.493385470265247,106.93305742555587,2024-07-07,0,"Citeureup, West Java",Tidak Banjir
-7.9225019504468195,106.13854015674598,2024-07-08,1,"Gunungbatu, West Java",Banjir
-6.160695967081149,107.52325080735186,2024-07-09,1,"Rengasdengklok, West Java",Banjir
-7.253735513421901,107.31309271493318,2024-07-10,0,"Singkup, West Java",Tidak Banjir
-7.939545507035777,107.6386246666838,2024-07-11,0,"Bunisari, West Java",Tidak Banjir
-7.319757537593622,106.30334563297755,2024-07-12,1,"Gunungbatu, West Java",Banjir
-7.308279140007271,106.83445750042428,2024-07-13,1,"Cileutik, West Java",Banjir
-7.462683548656526,106.0239972997596,2024-07-14,1,"Gunungbatu, West Java",Banjir
-7.434923999545074,107.68229059635064,2024-07-15,0,"Halimpu, West Java",Tidak Banjir
-7.602468518358188,107.11335078796397,2024-07-16,1,"Sindangbarang, West Java",Banjir
-6.550665546024076,107.06926633499214,2024-07-17,0,"Cileungsir, West Java",Tidak Banjir
-6.330773299937436,106.36614679317766,2024-07-18,1,"Rangkasbitung, Banten",Banjir
-6.866547242720928,106.54790946948532,2024-07-19,1,"Nagrak, West Java",Banjir
-7.832280661910145,106.93213516880748,2024-07-20,0,"Sukadami, West Java",Tidak Banjir
-7.747998751863853,106.52792551652271,2024-07-21,1,"Cibungur, West Java",Banjir
-7.987080149124771,106.2917884403759,2024-07-22,0,"Cibungur, West Java",Tidak Banjir
-7.269101362640787,106.09791040693602,2024-07-23,1,"Gunungbatu, West Java",Banjir
-6.562775148965589,106.6493447286451,2024-07-24,1,"Ciampea, West Java",Banjir
-6.3235308841089966,107.32162776206722,2024-07-25,0,"Cikampek, West Java",Tidak Banjir
-6.4267457797587,106.09785323154192,2024-07-26,0,"Kadusimbar, Banten",Tidak Banjir
-6.885439923275219,107.5011173667504,2024-07-27,1,"Cimahi, West Java",Banjir
-7.729042151237233,107.40488773796264,2024-07-28,0,"Rancabuaya, West Java",Tidak Banjir
-6.157714934444094,107.18939551575686,2024-07-29,1,"Rengasdengklok, West Java",Banjir
-6.396002256499189,107.14281510653429,2024-07-30,1,"Cikarang, West Java",Banjir
-6.562568474918599,106.53581964504656,2024-07-31,0,"Kompa Satu, West Java",Tidak Banjir
-6.750153317298998,106.0289636388892,2024-08-01,1,"Kadujajar, Banten",Banjir
-7.684877099019816,106.5626240983354,2024-08-02,1,"Rancaerang, West Java",Banjir
-6.70012594704352,106.9465361127726,2024-08-03,0,"Caringin, West Java",Tidak Banjir
-7.794588850256133,107.37806667458052,2024-08-04,0,"Rancabuaya, West Java",Tidak Banjir
-7.998842035051673,107.53464739980711,2024-08-05,1,"Bunisari, West Java",Banjir
-6.844416049868643,107.40136652860946,2024-08-06,1,"Padalarang, West Java",Banjir
-6.468192586316611,106.9534346474063,2024-08-07,0,"Citeureup, West Java",Tidak Banjir
-6.236791333304122,106.67855961991044,2024-08-08,1,"Ciputat, West Java",Banjir
-6.647900949813441,106.76189060904665,2024-08-09,1,"Bogor, West Java",Banjir
-6.342342631891437,106.7752356494038,2024-08-10,0,"Pamulang, West Java",Tidak Banjir
-7.2590744252659825,107.45572747841062,2024-08-11,0,"Sawahlegok, West Java",Tidak Banjir
-7.786864794812162,106.98555544211676,2024-08-12,0,"Sukadami, West Java",Tidak Banjir
-6.569020811397511,107.34892788487872,2024-08-13,0,"Purwakarta, West Java",Tidak Banjir
-7.823908339386523,107.2750577048344,2024-08-14,0,"Cikole, West Java",Tidak Banjir
-7.5199579671419645,107.89556695775146,2024-08-15,0,"Cibeureum, West Java",Tidak Banjir
-6.670845257997865,107.28365352025668,2024-08-16,1,"Ciranjang-hilir, West Java",Banjir
-7.580465291019867,106.51857845217626,2024-08-17,0,"Cibungur, West Java",Tidak Banjir
-7.5394898326060975,107.5264332924608,2024-08-18,0,"Cijaringao, West Java",Tidak Banjir
-6.221037363320192,107.1991048406315,2024-08-19,1,"Cikarang, West Java",Banjir
-7.1206815938893016,106.75914282752326,2024-08-20,0,"Bojonghaur, West Java",Tidak Banjir
-6.72760450501338,106.00085044575904,2024-08-21,0,"Gintung Utara, Banten",Tidak Banjir
-6.566280779438582,107.32809389894526,2024-08-22,1,"Purwakarta, West Java",Banjir
-6.434446789073516,107.32434638879016,2024-08-23,1,"Cikampek, West Java",Banjir
-7.757041918388284,107.98970020726722,2024-08-24,0,"Ciandum, West Java",Tidak Banjir
-7.186848997486889,106.7867819288451,2024-08-25,1,"Sirnasari, West Java",Banjir
-6.221689588578225,107.41874201039762,2024-08-26,0,"Rengasdengklok, West Java",Tidak Banjir
-6.03553411232875,107.83726819987956,2024-08-27,0,"Pamanukan, West Java",Tidak Banjir
-7.657082716156946,107.05580445255936,2024-08-28,0,"Mekarsari, West Java",Tidak Banjir
-7.862361166579921,107.49672125927547,2024-08-29,1,"Gunungsulah, West Java",Banjir
-6.113207746390762,107.52357324733372,2024-08-30,0,"Rengasdengklok, West Java",Tidak Banjir
-7.767374210619927,107.07527097756318,2024-08-31,1,"Cigarogol, West Java",Banjir
-7.61249365666543,107.57569907394968,2024-09-01,1,"Karangsari, West Java",Banjir
-7.471368021610663,106.24680492089644,2024-09-02,0,"Gunungbatu, West Java",Tidak Banjir
-6.7262197337514325,106.31084524227822,2024-09-03,1,"Babakannagamukti, Banten",Banjir
-6.870161097392769,107.08198906451916,2024-09-04,0,"Cibeber, West Java",Tidak Banjir
-6.412352012096147,106.85895498466326,2024-09-05,1,"Depok, West Java",Banjir
-7.888109108518966,106.62240283865376,2024-09-06,1,"Rancaerang, West Java",Banjir
-6.174237070755314,107.58215794257062,2024-09-07,1,"Pamanukan, West Java",Banjir
-7.180594637076958,106.03142719975732,2024-09-08,0,"Panyaungan Timur, Banten",Tidak Banjir
-7.811771309586899,107.57073651832243,2024-09-09,0,"Bunisari, West Java",Tidak Banjir
-6.747875664260609,106.545960974489,2024-09-10,1,"Kubang, Banten",Banjir
-7.077772761448273,107.06725768969658,2024-09-11,1,"Babakanlapang, West Java",Banjir
-6.120071024476896,106.18503366094347,2024-09-12,1,"Serang, Banten",Banjir
-6.847335794038333,106.51088159464356,2024-09-13,1,"Sirnaresmi, West Java",Banjir
